"","MSSubClass","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LandSlope","Neighborhood","Condition2","OverallQual","OverallCond","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","MiscVal","SaleType","SaleCondition","SalePrice","TotalSF","HouseAge","Remodeled","NewHouse","GarageAge","SoldInSummer"
"68","1StNew",92,9215,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Good","Good","None",0,4,3,"PC",4,3,1,1,0,1,0,1218,1218,"GasA",5,"Y",5,1218,0,0,1218,0,0,2,0,2,1,4,4,8,0,"None","Good",2,2,676,3,3,3,0,136,0,0,0,0,0,"New","New",204500,2436,1,1,0,1,0
"69","2StNew",72,8640,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Good","Good","None",0,3,3,"PC",4,3,2,6,24,1,0,732,756,"GasA",5,"Y",5,764,783,0,1547,0,0,2,1,3,1,4,7,8,0,"None","Good",1,2,614,3,3,3,169,45,0,0,0,0,0,"Old","Old",215200,2303,1,0,0,1,1
"70","1StNew",75,9000,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",8,5,"CompShg","Good","Good","Stone",36,4,3,"PC",4,3,3,6,1078,1,0,488,1566,"GasA",5,"Y",5,1566,0,0,1566,1,0,2,0,3,1,4,7,8,0,"None","Good",2,2,750,3,3,3,144,168,0,0,0,0,0,"Old","Old",262500,3132,2,0,0,2,0
"71","2StNew",100,12552,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Good","Good","None",0,4,3,"PC",4,3,1,6,222,1,0,769,991,"GasA",5,"Y",5,991,956,0,1947,0,0,2,1,3,1,4,8,8,1,"Gd","Good",2,2,678,3,3,3,0,136,0,0,0,0,0,"Old","Old",254900,2938,6,1,0,6,1
"72","1StNew",84,10440,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",6,5,"CompShg","Good","Good","None",0,4,3,"PC",5,3,1,6,1414,1,0,54,1468,"GasA",5,"Y",5,1468,0,0,1468,1,0,2,0,2,1,4,6,8,1,"Gd","Good",3,2,528,3,3,3,0,102,0,0,216,0,0,"Old","Old",271500,2936,5,0,0,5,1
"73","2StNew",76,10142,"Pave",3,"Lvl","AllPub",3,"SawyerW","Norm",7,5,"CompShg","Good","Good","None",0,4,3,"PC",4,3,1,6,656,1,0,300,956,"GasA",5,"Y",5,956,1128,0,2084,1,0,2,1,4,1,4,8,8,0,"None","Good",2,2,618,3,3,3,0,45,0,0,0,0,0,"Old","Old",233000,3040,6,0,0,6,0
"74","2StNew",70,11920,"Pave",4,"Lvl","AllPub",3,"SawyerW","Norm",7,5,"CompShg","Good","Good","BrkFace",122,4,3,"PC",4,3,3,1,0,1,0,831,831,"GasA",5,"Y",5,831,828,0,1659,0,0,2,1,3,1,4,8,8,0,"None","Good",2,2,484,3,3,3,144,68,0,0,0,0,0,"Old","Old",181000,2490,6,0,0,6,0
"75","2StNew",0,8880,"Pave",3,"Lvl","AllPub",3,"SawyerW","Norm",7,5,"CompShg","Good","Good","None",0,4,3,"PC",4,3,1,6,695,1,0,253,948,"GasA",5,"Y",5,1222,888,0,2110,1,0,2,1,3,1,4,8,8,2,"Fa","Good",2,2,463,3,3,3,0,130,0,0,0,0,0,"Old","Old",205000,3058,16,1,0,16,1
"76","PUDNew",50,8012,"Pave",4,"Lvl","AllPub",3,"SawyerW","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,4,543,4,119,261,923,"GasA",3,"Y",5,923,0,0,923,0,0,2,0,2,1,3,5,8,1,"TA","Good",2,1,264,3,3,3,80,0,0,0,0,0,0,"Old","Old",143000,1846,30,0,0,30,1
"77","2StNew",70,11218,"Pave",4,"Lvl","AllPub",3,"SawyerW","Norm",6,5,"CompShg","Bad","Bad","None",0,4,3,"PC",4,3,1,1,0,1,0,1055,1055,"GasA",5,"Y",5,1055,790,0,1845,0,0,2,1,3,1,4,8,8,1,"TA","Good",2,2,462,3,3,3,635,104,0,0,0,0,400,"Old","Old",189000,2900,18,0,0,18,1
"78","PUDNew",55,7892,"Pave",4,"Lvl","AllPub",3,"SawyerW","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,1,0,1,0,918,918,"GasA",3,"Y",5,918,0,0,918,0,0,2,0,2,1,3,5,8,1,"TA","Good",1,1,264,3,3,3,28,0,0,0,0,0,0,"Old","Old",99500,1836,31,0,0,31,0
"79","PUDNew",50,7175,"Pave",4,"Lvl","AllPub",3,"SawyerW","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",4,3,1,5,623,2,121,0,744,"GasA",3,"Y",5,752,0,0,752,1,0,1,0,2,1,3,4,8,0,"None","Good",1,1,264,3,3,3,353,0,0,0,90,0,0,"Old","Old",125000,1496,26,0,0,26,0
"80","2StNew",0,9453,"Pave",3,"Lvl","AllPub",3,"SawyerW","Norm",7,7,"CompShg","Bad","Bad","None",0,4,3,"PC",4,3,1,4,402,1,0,594,996,"GasA",5,"Y",5,1014,730,0,1744,0,0,2,1,3,1,4,7,8,0,"None","Good",2,2,457,3,3,3,370,70,0,238,0,0,0,"Old","Old",194500,2740,17,1,0,17,0
"81","1StNew",81,9672,"Pave",4,"Lvl","AllPub",3,"SawyerW","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"PC",4,3,1,6,338,1,0,702,1040,"GasA",3,"Y",5,1097,0,0,1097,0,0,2,0,3,1,3,6,8,0,"None","Good",1,2,480,3,3,3,0,0,0,0,0,0,0,"Old","Old",152000,2137,26,1,0,24,1
"82","2StNew",70,8400,"Pave",4,"Lvl","AllPub",3,"SawyerW","Norm",6,6,"CompShg","Bad","Bad","BrkFace",130,3,3,"Other",4,3,1,1,0,1,0,650,650,"GasA",3,"Y",5,888,676,0,1564,0,0,2,1,3,1,3,7,8,1,"TA","Good",1,2,476,3,3,3,0,50,0,0,204,0,0,"Old","Old",171000,2214,30,1,0,30,0
"83","1St",70,9800,"Pave",4,"Lvl","AllPub",3,"SawyerW","Norm",5,5,"CompShg","Bad","Bad","None",0,3,2,"Other",3,3,1,1,0,1,0,816,816,"GasA",3,"N",4,1012,0,0,1012,0,0,1,0,2,1,3,5,8,0,"None","Bad",1,1,429,3,3,3,121,0,80,0,0,0,0,"Old","Old",67500,1828,90,1,0,90,0
"84","Multi",68,8930,"Pave",4,"Lvl","AllPub",3,"Sawyer","Norm",6,5,"CompShg","Good","Good","None",0,3,3,"Other",0,0,0,0,0,0,0,0,0,"GasA",3,"Y",5,1318,584,0,1902,0,0,2,0,4,2,3,8,8,0,"None","Good",1,2,539,3,3,3,0,0,0,0,0,0,0,"Old","Old",112000,1902,32,0,0,32,0
"85","Split",88,11782,"Pave",3,"Lvl","AllPub",3,"Sawyer","Norm",5,7,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,3,5,899,1,0,210,1109,"GasA",3,"Y",5,1155,0,0,1155,1,0,1,0,3,1,4,6,6,0,"None","Bad",1,2,576,3,3,3,192,0,0,0,0,0,400,"Old","Old",148000,2264,49,1,0,23,1
"86","1StNew",65,8450,"Pave",4,"Lvl","AllPub",3,"Sawyer","Norm",5,8,"CompShg","Bad","Bad","None",0,3,4,"Other",3,3,1,6,553,4,117,224,894,"GasA",5,"Y",5,894,0,0,894,1,0,1,0,3,1,3,5,8,1,"Gd","Bad",1,1,336,3,3,3,416,144,0,0,0,0,0,"Old","Old",138500,1788,45,1,0,37,0
"87","1StNew",0,9819,"Pave",3,"Lvl","AllPub",3,"Sawyer","Norm",5,5,"CompShg","Bad","Bad","BrkFace",31,3,4,"Other",3,3,1,4,450,1,0,432,882,"GasA",3,"Y",5,900,0,0,900,0,0,1,0,3,1,3,5,8,0,"None","Bad",1,1,280,3,3,3,0,0,0,0,0,0,0,"Old","Old",122000,1782,43,0,0,40,0
"88","1StNew",75,7500,"Pave",4,"Lvl","AllPub",3,"Sawyer","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,824,1,0,216,1040,"GasA",2,"Y",5,1040,0,0,1040,1,0,1,1,3,1,3,5,8,0,"None","Good",3,1,308,3,3,3,0,0,220,0,0,0,0,"Old","Old",133000,2080,47,0,0,47,1
"89","1StNew",0,6897,"Pave",3,"Lvl","AllPub",3,"Sawyer","Norm",5,8,"CompShg","Bad","Bad","None",0,3,4,"Other",3,3,1,5,659,1,0,381,1040,"GasA",5,"Y",5,1040,0,0,1040,1,0,1,1,3,1,3,6,8,0,"None","Bad",1,1,260,3,3,3,0,104,0,0,0,0,0,"Old","Old",127000,2080,48,1,0,48,0
"90","1StNew",39,15410,"Pave",3,"Lvl","AllPub",3,"Sawyer","Norm",6,6,"CompShg","Bad","Bad","BrkCmn",250,3,4,"Other",3,3,4,4,126,6,859,223,1208,"GasA",5,"Y",5,1494,0,0,1494,1,0,2,0,3,1,3,7,8,2,"Fa","Good",3,2,461,3,3,3,296,0,186,0,0,0,0,"Old","Old",169000,2702,36,1,0,36,0
"91","2StNew",107,10186,"Pave",3,"Lvl","AllPub",3,"NoRidge","Norm",7,5,"CompShg","Bad","Bad","None",0,4,3,"PC",4,3,1,6,674,1,0,76,750,"GasA",5,"Y",5,1061,862,0,1923,1,0,2,1,3,1,4,8,8,1,"TA","Good",2,2,564,3,3,3,240,39,0,0,0,0,0,"Old","Old",190000,2673,18,0,0,18,1
"92","2StNew",85,13143,"Pave",3,"Lvl","AllPub",3,"NoRidge","Norm",8,5,"CompShg","Bad","Bad","BrkFace",504,4,3,"PC",4,3,1,2,250,6,981,0,1231,"GasA",5,"Y",5,1251,1098,0,2349,1,0,2,1,4,1,4,9,8,1,"TA","Good",2,3,762,3,3,3,32,130,0,0,0,0,0,"Old","Old",362500,3580,17,0,0,17,1
"93","2StNew",88,11134,"Pave",4,"Lvl","AllPub",3,"NoRidge","Norm",8,5,"CompShg","Bad","Bad","BrkFace",180,4,3,"PC",4,3,1,6,1129,1,0,261,1390,"GasA",5,"Y",5,1402,823,0,2225,1,0,2,1,4,1,4,7,8,1,"TA","Good",2,3,713,3,3,3,198,30,0,0,0,0,0,"Old","Old",285000,3615,18,1,0,18,1
"94","PUDNew",25,4835,"Pave",3,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Bad","Bad","None",0,4,3,"PC",5,3,3,6,1298,1,0,190,1488,"GasA",5,"Y",5,1488,0,0,1488,1,0,2,0,2,1,4,6,8,1,"Gd","Good",3,2,506,3,3,3,168,50,0,0,0,0,0,"Old","Old",260000,2976,6,1,0,6,0
"95","PUD",39,3515,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Good","Good","None",0,4,3,"PC",4,3,1,1,0,1,0,840,840,"GasA",5,"Y",5,840,840,0,1680,0,0,2,1,2,1,4,3,8,0,"None","Good",2,2,588,3,3,3,0,111,0,0,0,0,0,"Old","Old",190000,2520,6,0,0,6,0
"96","PUD",30,3215,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Bad","Bad","BrkFace",120,4,3,"PC",4,3,3,6,280,1,0,320,600,"GasA",5,"Y",5,600,600,0,1200,0,0,2,1,2,1,4,4,8,0,"None","Bad",2,2,480,3,3,3,0,172,0,0,0,0,0,"Old","Old",155000,1800,6,0,0,6,0
"97","PUD",30,3182,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Bad","Bad","None",0,4,3,"PC",4,3,1,1,0,1,0,600,600,"GasA",5,"Y",5,600,600,0,1200,0,0,2,1,2,1,4,4,8,0,"None","Bad",2,2,480,3,3,3,0,172,0,0,0,0,0,"Old","Old",151000,1800,6,1,0,6,1
"98","PUD",24,2544,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Bad","Bad","None",0,4,3,"PC",4,3,1,6,368,5,42,190,600,"GasA",5,"Y",5,600,600,0,1200,1,0,2,1,2,1,4,4,8,0,"None","Bad",2,2,480,3,3,3,0,172,0,0,0,0,0,"Old","Old",149500,1800,6,1,0,6,0
"99","PUD",24,2544,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",6,5,"CompShg","Good","Good","BrkFace",216,4,3,"PC",4,3,1,6,376,1,0,224,600,"GasA",5,"Y",5,600,636,0,1236,1,0,2,1,2,1,4,4,8,0,"None","Bad",2,2,480,3,3,3,0,166,0,0,0,0,0,"Old","Old",152000,1836,5,0,0,5,1
"100","1StNew",0,4403,"Pave",2,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Bad","Bad","Stone",432,5,3,"PC",5,3,3,6,578,1,0,892,1470,"GasA",5,"Y",5,1478,0,0,1478,1,0,2,1,2,1,4,7,8,1,"Gd","Good",3,2,484,3,3,3,0,144,0,0,0,0,0,"New","New",222000,2948,1,0,0,1,1
"101","PUD",0,2117,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",6,5,"CompShg","Bad","Bad","BrkFace",216,4,3,"PC",4,3,1,6,378,1,0,378,756,"GasA",5,"Y",5,769,804,0,1573,0,0,2,1,3,1,4,5,8,0,"None","Bad",1,2,440,3,3,3,0,32,0,0,0,0,0,"Old","Old",177500,2329,10,0,0,10,1
"102","PUD",0,2980,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",6,5,"CompShg","Bad","Bad","BrkFace",1159,4,3,"PC",4,3,1,6,466,1,0,290,756,"GasA",5,"Y",5,756,756,0,1512,1,0,2,1,2,1,4,5,8,0,"None","Bad",1,2,440,3,3,3,0,32,0,0,0,0,0,"Old","Old",177000,2268,10,0,0,10,1
"103","PUD",24,2572,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Bad","Bad","None",0,4,3,"PC",4,3,1,5,604,1,0,92,696,"GasA",5,"Y",5,696,720,0,1416,1,0,2,1,3,1,4,6,8,0,"None","Bad",1,2,484,3,3,3,0,44,0,0,0,0,0,"Old","Old",155000,2112,11,0,0,11,1
"104","PUD",0,2403,"Pave",3,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Good","Good","None",0,4,3,"PC",4,3,1,6,244,1,0,286,530,"GasA",5,"Y",5,530,550,0,1080,0,0,2,1,2,1,4,4,8,0,"None","Good",2,2,496,3,3,3,0,50,0,0,0,0,0,"Old","Old",147110,1610,7,0,0,7,1
"105","1StNew",57,12853,"Pave",3,"Lvl","AllPub",3,"Somerst","Norm",8,5,"CompShg","Good","Bad","None",0,4,3,"PC",5,1,1,6,1032,1,0,610,1642,"GasA",5,"Y",5,1418,0,0,1418,1,0,1,1,1,1,4,6,8,1,"Gd","Good",2,3,852,3,3,3,160,192,0,224,0,0,0,"New","New",267916,3060,0,0,1,1,0
"106","2StNew",68,7379,"Pave",3,"Lvl","AllPub",3,"Somerst","Norm",8,5,"CompShg","Good","Good","None",0,4,3,"PC",4,3,1,6,484,1,0,491,975,"GasA",5,"Y",5,975,873,0,1848,1,0,2,1,3,1,4,7,8,1,"TA","Good",2,2,592,3,3,3,280,184,0,0,0,0,0,"Old","Old",254000,2823,10,0,0,10,0
"107","PUDNew",30,4420,"Pave",3,"Lvl","AllPub",3,"Greens","Norm",8,5,"CompShg","Bad","Bad","None",0,4,3,"Other",4,3,4,6,728,1,0,0,728,"GasA",3,"Y",5,788,0,0,788,1,0,1,0,1,1,4,3,8,1,"TA","Bad",3,2,484,3,3,3,133,42,0,0,0,0,0,"Old","Old",155000,1516,30,0,0,30,1
"108","PUDNew",40,3880,"Pave",3,"Lvl","AllPub",3,"Greens","Norm",8,6,"CompShg","Bad","Bad","None",0,4,3,"Other",4,3,4,6,1052,1,0,174,1226,"GasA",3,"Y",5,1226,0,0,1226,1,0,1,0,1,1,4,4,8,1,"TA","Good",3,2,484,3,3,3,223,78,0,0,0,0,0,"Old","Old",206000,2452,32,0,0,32,0
"109","2StNew",0,13517,"Pave",3,"Lvl","AllPub",3,"Sawyer","Norm",6,8,"CompShg","Bad","Bad","BrkFace",289,4,3,"Other",3,3,1,6,533,1,0,192,725,"GasA",5,"Y",5,725,754,0,1479,0,0,2,1,3,1,4,6,8,0,"None","Good",2,2,475,3,3,3,0,44,0,0,0,0,0,"Old","Old",130500,2204,34,1,0,34,0
"110","1StNew",80,8000,"Pave",4,"Lvl","AllPub",3,"Somerst","Norm",7,5,"CompShg","Good","Good","None",0,4,3,"PC",4,3,1,6,833,1,0,659,1492,"GasA",5,"Y",5,1492,0,0,1492,1,0,2,0,3,1,4,6,8,1,"Gd","Good",2,2,596,3,3,3,277,137,0,0,0,0,0,"Old","Old",230000,2984,8,0,0,8,0
"111","1StNew",0,10456,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",120,3,3,"Other",3,3,1,6,506,1,0,1323,1829,"GasA",4,"Y",5,1829,0,0,1829,1,0,2,0,4,1,3,8,8,0,"None","Good",2,2,535,3,3,3,0,76,0,0,0,0,0,"Old","Old",218500,3658,43,0,0,43,1
"112","2StNew",80,10791,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"PC",4,3,2,6,1137,1,0,143,1280,"GasA",5,"Y",5,1280,1215,0,2495,1,0,2,1,4,1,4,9,8,1,"TA","Good",1,2,660,3,3,3,224,32,0,0,0,0,0,"Old","Old",243500,3775,17,0,0,17,0
"113","1StNew",0,10603,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",6,7,"CompShg","Bad","Bad","BrkFace",28,3,3,"PC",3,3,2,5,1200,1,0,410,1610,"GasA",4,"Y",5,1610,0,0,1610,1,0,2,0,3,1,4,6,8,2,"TA","Good",2,2,480,3,3,3,168,68,0,0,0,0,0,"Old","Old",205000,3220,33,1,0,33,0
"114","1St",0,18837,"Pave",3,"Lvl","AllPub",3,"NWAmes","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"PC",4,3,2,5,687,2,46,491,1224,"GasA",3,"Y",5,1287,604,0,1891,0,1,3,0,3,1,3,7,8,1,"TA","Good",2,2,678,3,3,3,0,69,0,0,0,0,0,"Old","Old",212500,3115,32,0,0,32,0
"115","2StNew",80,10421,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",7,5,"CompShg","Bad","Bad","BrkFace",42,3,3,"Other",4,3,1,6,394,1,0,586,980,"GasA",3,"Y",5,980,734,0,1714,0,0,2,1,3,1,3,7,8,1,"TA","Good",1,2,496,3,3,3,228,66,156,0,0,0,500,"Old","Old",196500,2694,22,0,0,22,0
"116","1StNew",78,9360,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,7,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,982,1,0,179,1161,"GasA",3,"Y",5,1381,0,0,1381,1,0,1,1,3,1,4,5,8,1,"TA","Good",2,2,676,3,3,3,0,0,0,0,0,0,0,"Old","Old",197500,2542,38,1,0,38,0
"117","2StNew",80,9600,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,329,1,0,386,715,"GasA",3,"Y",5,930,715,0,1645,0,0,1,2,4,1,3,7,8,0,"None","Good",2,2,441,3,3,3,0,78,0,0,0,0,0,"Old","Old",171000,2360,39,0,0,39,1
"118","1StNew",80,9600,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Good","Good","BrkFace",172,3,3,"Other",3,3,1,3,698,1,0,534,1232,"GasA",3,"Y",5,1232,0,0,1232,1,0,1,1,3,1,3,6,8,0,"None","Good",2,2,490,3,3,3,0,224,0,0,0,0,0,"Old","Old",142250,2464,44,0,0,44,0
"119","1StNew",0,9790,"Pave",4,"Lvl","AllPub",3,"NWAmes","Norm",6,5,"CompShg","Bad","Bad","BrkFace",451,3,3,"Other",3,3,1,5,569,3,81,678,1328,"GasA",3,"Y",5,1328,0,0,1328,1,0,1,1,3,1,3,6,8,2,"Gd","Good",1,2,528,3,3,3,0,26,0,0,0,0,0,"Old","Old",143000,2656,47,0,0,47,1
"120","1StNew",77,9320,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",4,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,5,569,1,0,381,950,"GasA",2,"Y",5,1225,0,0,1225,1,0,1,1,3,1,3,6,8,0,"None","None",0,0,0,0,0,3,352,0,0,0,0,0,400,"Old","Old",128950,2175,51,0,0,0,0
"121","1StNew",90,9900,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","None",0,3,3,"PC",4,3,1,4,1059,1,0,150,1209,"GasA",4,"Y",5,1209,0,0,1209,1,0,1,0,3,1,3,6,8,0,"None","Good",2,2,504,3,3,3,0,0,120,0,0,0,0,"Old","Old",159000,2418,44,0,0,44,0
"122","1StNew",88,9680,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,6,"CompShg","Bad","Bad","BrkFace",268,3,3,"Other",3,3,1,4,1010,1,0,500,1510,"GasA",5,"Y",5,1510,0,0,1510,1,0,2,0,3,1,4,6,8,0,"None","Good",2,2,517,3,3,3,0,40,0,0,204,0,0,"Old","Old",178900,3020,43,0,0,43,0
"123","Split",0,10600,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",6,5,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,1,1,0,1,0,533,533,"GasA",3,"Y",5,1131,644,0,1775,0,0,2,0,3,1,3,8,8,0,"None","Good",1,2,480,3,3,3,0,172,0,0,0,0,0,"Old","Old",136300,2308,46,0,0,46,1
"124","Split",0,14112,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,7,"CompShg","Bad","Bad","BrkFace",86,3,3,"PC",3,3,3,6,1014,1,0,138,1152,"GasA",3,"Y",5,1152,0,0,1152,1,0,1,0,3,1,3,6,8,1,"Gd","Good",2,2,484,3,3,3,227,0,0,0,0,0,0,"Old","Old",180500,2304,46,0,0,46,0
"125","Split",80,8800,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,7,"CompShg","Bad","Bad","BrkFace",156,3,4,"PC",3,3,4,6,763,1,0,173,936,"GasA",5,"Y",5,1054,0,0,1054,1,0,1,0,3,1,4,6,8,0,"None","Good",2,2,480,3,3,3,120,0,0,0,0,0,0,"Old","Old",137500,1990,47,0,0,47,1
"126","Multi",98,13260,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",5,6,"CompShg","Bad","Bad","BrkFace",144,3,3,"Other",3,3,1,4,1500,1,0,228,1728,"GasA",3,"Y",5,1728,0,0,1728,2,0,2,0,6,2,3,10,8,0,"None","None",0,0,0,0,0,3,0,0,0,0,0,0,0,"Old","Old",84900,3456,48,1,0,0,0
"127","1StNew",68,9717,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,6,"CompShg","Bad","Bad","None",0,3,3,"Other",3,3,2,6,49,3,1029,0,1078,"GasA",4,"Y",4,1078,0,0,1078,1,0,1,0,2,1,4,5,8,0,"None","Good",1,1,240,3,3,3,366,0,112,0,0,0,0,"Old","Old",142125,2156,60,1,0,60,0
"128","1St",68,9724,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,7,"CompShg","Bad","Bad","BrkFace",265,4,3,"Other",3,3,1,2,670,1,0,470,1140,"GasA",4,"Y",5,1929,532,0,2461,0,0,2,0,3,1,3,7,6,2,"Gd","Bad",1,2,400,3,3,3,0,0,0,0,0,0,0,"Old","Old",197600,3601,58,1,0,16,0
"129","1St",120,17360,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,6,"CompShg","Bad","Bad","Stone",340,3,4,"Other",3,3,1,3,300,1,0,482,782,"GasA",3,"Y",5,1019,537,0,1556,0,0,2,0,3,1,3,6,8,1,"Gd","Good",1,2,470,3,3,3,0,0,150,0,0,0,0,"Old","Old",172500,2338,61,1,0,61,0
"130","1StNew",50,7207,"Pave",3,"Lvl","AllPub",3,"BrkSide","Norm",5,7,"CompShg","Bad","Bad","None",0,3,4,"Other",3,3,4,4,696,1,0,162,858,"GasA",4,"Y",5,858,0,0,858,1,0,1,0,2,1,3,4,8,0,"None","None",0,0,0,0,0,3,117,0,0,0,0,0,0,"Old","Old",116500,1716,52,1,0,0,0
"131","1St",55,5350,"Pave",3,"Lvl","AllPub",3,"BrkSide","Norm",3,2,"CompShg","Bad","Bad","None",0,3,1,"Other",3,3,1,1,0,1,0,728,728,"GasA",5,"Y",5,1306,0,0,1306,0,0,1,0,3,1,2,6,5,0,"None","None",0,0,0,0,0,3,263,0,0,0,0,0,450,"Old","Old",76500,2034,70,1,0,0,1
"132","1StNew",80,9920,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","Stone",110,3,3,"Other",3,3,1,3,354,2,290,412,1056,"GasA",3,"Y",5,1063,0,0,1063,1,0,1,0,3,1,3,6,8,0,"None","Good",2,1,280,3,3,3,0,0,164,0,0,0,0,"Old","Old",128000,2119,56,0,0,56,0
"133","Split",80,9600,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",6,6,"CompShg","Bad","Bad","BrkFace",164,3,3,"Other",3,3,3,4,674,2,132,350,1156,"GasA",5,"Y",5,1520,0,0,1520,1,0,1,0,3,1,3,7,8,2,"Gd","Bad",2,1,364,3,3,3,0,0,189,0,0,0,0,"Old","Old",153000,2676,55,1,0,55,0
"134","1StNew",78,7800,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,6,"CompShg","Bad","Bad","BrkFace",200,3,3,"PC",3,3,1,2,540,1,0,728,1268,"GasA",4,"Y",5,1268,0,0,1268,0,0,1,0,2,1,3,7,8,1,"Gd","Good",3,1,244,3,3,3,0,98,0,0,0,0,0,"Old","Old",132000,2536,56,0,0,56,0
"135","Split",75,11380,"Pave",3,"Lvl","AllPub",3,"NAmes","Norm",6,8,"CompShg","Bad","Bad","BrkFace",216,3,3,"Other",3,3,4,6,944,1,0,136,1080,"GasA",4,"Y",5,1128,0,0,1128,1,0,1,0,2,1,4,5,8,1,"Gd","Good",1,1,315,3,3,3,238,0,0,0,0,0,1500,"Old","Old",178000,2208,44,1,0,44,0
"136","Multi",80,11600,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",5,5,"CompShg","Bad","Bad","BrkFace",361,3,3,"Other",3,3,1,3,443,1,0,662,1105,"GasA",3,"Y",4,1105,1169,0,2274,0,0,2,0,5,2,3,12,8,0,"None","Bad",1,2,480,3,3,3,0,0,0,0,0,0,0,"Old","Old",154300,3379,50,0,0,50,0
"137","1StNew",0,19900,"Pave",4,"Lvl","AllPub",3,"NAmes","Norm",7,5,"CompShg","Bad","Bad","BrkFace",287,3,3,"Other",4,3,4,6,912,1,0,1035,1947,"GasA",3,"Y",5,2207,0,0,2207,1,0,2,0,3,1,3,7,7,1,"Gd","Good",2,2,576,3,3,3,301,0,0,0,0,0,0,"Old","Old",180000,4154,40,1,0,40,1
